KC_RACINECOMPETENCE|DC_LBLRACINECOMPETENCE|KC_NOEUDCOMPETENCE|DC_LBLNOEUDCOMPETENCE|KC_COMPETENCESROME|DC_LBLCOMPETENCESROME
00055|Transport|00348|Transport de marchandises|110546|Charger les colis, plis, plats cuisinés sur ou dans le véhicule
00055|Transport|00348|Transport de marchandises|110297|Techniques d'élaboration de plan de chargement d'engins (devis de masse, de centrage, ...)
00055|Transport|00348|Transport de marchandises|110503|Transporter des grumes
00055|Transport|00348|Transport de marchandises|110286|Procédures de vérification du chargement
00055|Transport|00348|Transport de marchandises|110210|Réaliser des opérations de fret par transport aérien
00055|Transport|00348|Transport de marchandises|122865|Réaliser la collecte de lait
00055|Transport|00288|Relations commerciales transports|110225|Vérifier et enregistrer les documents des passagers et les bagages (référencement, surpoids, ...)
00055|Transport|00288|Relations commerciales transports|110090|Déployer une prestation de transport dans le domaine fluvial
00055|Transport|00288|Relations commerciales transports|115623|Encaisser le paiement d'un déplacement, établir un devis ou délivrer une facture
00055|Transport|00288|Relations commerciales transports|110091|Déployer une prestation de transport dans le domaine maritime
00055|Transport|00288|Relations commerciales transports|115584|Déployer des mesures relatives à des situations particulières (passager absent à l'embarquement, à mobilité réduite, extradé, ...)
00055|Transport|00288|Relations commerciales transports|110089|Déployer une prestation de transport dans le domaine ferroviaire
00055|Transport|00288|Relations commerciales transports|110093|Déployer une prestation de transport dans le domaine routier national et communautaire
00055|Transport|00288|Relations commerciales transports|110092|Déployer une prestation de transport dans le domaine routier international
00055|Transport|00288|Relations commerciales transports|110648|Déployer et mettre en place les mesures palliatives en cas de situation perturbée (information voyageurs, transport de remplacement, ...)
00055|Transport|00288|Relations commerciales transports|110088|Déployer une prestation de transport dans le domaine aérien
00055|Transport|00288|Relations commerciales transports|110524|Accueillir, renseigner les passagers et les assister si besoin
00055|Transport|00288|Relations commerciales transports|117280|Contrats d'allotements
00055|Transport|00288|Relations commerciales transports|106652|Informer et assister les usagers du réseau routier en cas de pannes, d'accidents
00055|Transport|00288|Relations commerciales transports|119043|Logiciels de suivi bagages
00055|Transport|00288|Relations commerciales transports|115585|Déployer des mesures correctives pour la clientèle lors de retard ou d'annulation de vols, de perte de bagage, ...
00055|Transport|00288|Relations commerciales transports|110224|Collecter les informations concernant les vols et effectuer les opérations d'ouverture d'enregistrement, d'embarquement
00055|Transport|00288|Relations commerciales transports|110223|Accueillir les passagers et les informer sur les conditions d'enregistrement, d'embarquement/débarquement et de vol
00055|Transport|00109|Exploitation ferroviaire|110619|Collecter les informations du transport sur rail et contrôler la présence de la documentation technique à bord
00055|Transport|00109|Exploitation ferroviaire|110683|Effectuer des opérations d'aiguillage manuel sur voies
00055|Transport|00109|Exploitation ferroviaire|115659|Concevoir la composition de trains (types et nombre de wagons) en fonction du flux de passagers et/ou du fret
00055|Transport|00109|Exploitation ferroviaire|116693|Procédures d'entretien de réseaux ferroviaires
00055|Transport|00109|Exploitation ferroviaire|125243|Peser des wagons
00055|Transport|00109|Exploitation ferroviaire|115661|Organiser l'activité d'une ou plusieurs unités opérationnelles du réseau ferré et mettre en place des partenariats locaux
00055|Transport|00109|Exploitation ferroviaire|110646|Ajuster la signalisation et actionner les systèmes de manoeuvre d'aiguillage selon la destination des trains
00055|Transport|00109|Exploitation ferroviaire|110645|Vérifier la sécurisation des voies et des quais à l'arrivée/départ des trains (signalisation, montée/descente des voyageurs, ...) et lancer les ordres de départ en fonction de la planification
00055|Transport|00109|Exploitation ferroviaire|110680|Manoeuvre de wagons
00055|Transport|00109|Exploitation ferroviaire|110623|Règles de sécurité ferroviaire
00055|Transport|00109|Exploitation ferroviaire|110651|Organisation et fonctionnement du réseau ferré
00055|Transport|00109|Exploitation ferroviaire|110653|Règles de gestion d'un centre du réseau ferré (gare, station, ...)
00055|Transport|00109|Exploitation ferroviaire|110644|Procédures de fonctionnement des installations de sécurité d'un réseau ferré
00055|Transport|00109|Exploitation ferroviaire|110650|Utilisation de commande d'aiguillage électromécanique automatisée
00055|Transport|00109|Exploitation ferroviaire|115667|Manoeuvrer l'ouverture et la fermeture de passage à niveaux
00055|Transport|00109|Exploitation ferroviaire|110674|Constituer une rame de wagons et la mettre à quai ou sur desserte
00055|Transport|00109|Exploitation ferroviaire|122991|Entretenir des équipements de voies ferrées
00055|Transport|00109|Exploitation ferroviaire|110682|Procédures de branchement/débranchement de matériel ferroviaire
00055|Transport|00109|Exploitation ferroviaire|115660|Surveiller la circulation des trains et réguler le trafic en cas de retard, de panne ou d'accident
00055|Transport|00109|Exploitation ferroviaire|110649|Adapter les tracés de parcours des trains en cas de dysfonctionnements
00055|Transport|00109|Exploitation ferroviaire|122990|Poser des équipements de voies ferrées
00055|Transport|00109|Exploitation ferroviaire|110676|Contrôler les mouvements de trains sur périmètre restreint (autorisation de départ, contrôle du «défilé», aiguillage) à partir des signaux
00055|Transport|00109|Exploitation ferroviaire|110679|Manipulation de tableau de contrôle (aiguillages, mouvement des trains, ...)
00055|Transport|00109|Exploitation ferroviaire|119108|Établir le graphicage et l'habillage correspondant à l'offre de transport
00055|Transport|00109|Exploitation ferroviaire|110681|Caractéristiques des wagons
00055|Transport|00347|Transport d'animaux|110502|Transporter des animaux vivants
00055|Transport|00347|Transport d'animaux|115625|Transporter des animaux pour le compte d'un client
00055|Transport|00237|Pilotage aérien|120491|Travail en Équipage Hélicoptère (MCC -H-)
00055|Transport|00237|Pilotage aérien|110170|Réaliser les opérations de mise en vol, de pilotage et d'atterrissage de l'appareil et procéder aux vérifications techniques à chaque étape
00055|Transport|00237|Pilotage aérien|110209|Réaliser des opérations d'évacuation sanitaire par transport aérien
00055|Transport|00237|Pilotage aérien|106988|Consignes de navigabilité
00055|Transport|00237|Pilotage aérien|124344|Pilote privé hélicoptère (ITTH)
00055|Transport|00237|Pilotage aérien|124343|Adjoint pilote privé hélicoptère (IATH)
00055|Transport|00237|Pilotage aérien|120492|Vol aux instruments Hélicoptère (PPH/IFR, IR -H-)
00055|Transport|00237|Pilotage aérien|200097|Scénario de vol S4
00055|Transport|00237|Pilotage aérien|124354|Qualification de vol avion (FIA)
00055|Transport|00237|Pilotage aérien|110207|Réaliser des vols aériens court et moyen-courrier
00055|Transport|00237|Pilotage aérien|200096|Scénario de vol S3
00055|Transport|00237|Pilotage aérien|200094|Scénario de vol S1
00055|Transport|00237|Pilotage aérien|110171|Contrôler les paramètres de navigation et de fonctionnement de l'appareil en vol et adapter le plan de vol en liaison avec les centres de contrôle aérien
00055|Transport|00237|Pilotage aérien|124346|Qualification de type hélicoptère (TRIH)
00055|Transport|00237|Pilotage aérien|124351|Qualification de type avion (TRIA)
00055|Transport|00237|Pilotage aérien|110166|Contrôler le dossier de vol, le plan de vol, les données techniques de l'appareil et vérifier le niveau de carburant et les conditions météorologiques
00055|Transport|00237|Pilotage aérien|124345|Pilote professionnel hélicoptère (IPPH)
00055|Transport|00237|Pilotage aérien|124355|Qualification de vol aux instruments hélicoptère (IRIH)
00055|Transport|00237|Pilotage aérien|110179|Principes mécaniques du vol et de la navigation aérienne
00055|Transport|00237|Pilotage aérien|124353|Entraîneur de vol synthétique avion (SFIA)
00055|Transport|00237|Pilotage aérien|124349|Qualification de classe avion (CRIA)
00055|Transport|00237|Pilotage aérien|110208|Réaliser des vols aériens long courrier
00055|Transport|00237|Pilotage aérien|200090|Piloter un drone dans le cadre de captation de données, transport de charges, ...
00055|Transport|00237|Pilotage aérien|120487|Vol aux instruments Avion (IFR, IR)
00055|Transport|00237|Pilotage aérien|110167|Procéder aux contrôles et à la préparation du poste de pilotage, des équipements et matériels de la cellule avec le personnel navigant commercial -PNC-
00055|Transport|00237|Pilotage aérien|110172|Réaliser les différents comptes rendus de fin de vol et les transmettre au service concerné
00055|Transport|00237|Pilotage aérien|124359|Entraîneur de vol synthétique hélicoptère (SFIH)
00055|Transport|00237|Pilotage aérien|124066|Contrôler les connaissances d'un pilote
